Employment;Unemployment;Average price;Price min;Wage average;Wage max;Savings;Total debt;Total firm cash;Deficit;Total money;Wage normalizes;Relative dead count;Unemployment share;Consumption propensity;Consumption budget;Sum production
0.479168;0.520832;0.973736;0.900005;0.97096;1;8453.98;8471.65;17.6629;0;0;16124.8;0.000166667;0.525332;0.499405;8396.67;8625.03
0.479605;0.520395;0.973487;0.900005;0.970664;1;8464.88;8482.4;18.0244;0.501546;0;16130.7;0.000111111;0.525568;0.499288;8404.56;8632.89
0.480007;0.519993;0.973441;0.900005;0.970541;1;8470.61;8488.07;17.4688;1.91807;0;16121.1;0.000166667;0.521355;0.499328;8413.43;8640.13
0.480435;0.519565;0.973667;0.900005;0.970573;1;8475.57;8491.14;15.5673;0;0;16115.9;0.000166667;0.524666;0.499488;8424.31;8647.83
0.48084;0.51916;0.974175;0.900005;0.970815;1;8477.78;8493.33;15.9041;4.22162;0;16117.1;0.000222222;0.524198;0.499684;8432.56;8655.13
0.481254;0.518746;0.974642;0.900005;0.970938;1;8483.33;8495.04;11.7058;0;0;16124.7;0.000222222;0.523526;0.500047;8447.03;8662.57
0.481736;0.518264;0.975122;0.900005;0.971163;1;8485.06;8496.88;11.8189;0;0;16129;0.000222222;0.522976;0.500229;8456.14;8671.25
0.482137;0.517863;0.975514;0.900005;0.971315;1;8485.14;8497.05;11.9053;1.92542;0;16136.9;0.000277778;0.522248;0.50038;8463.24;8678.47
0.482524;0.517476;0.975768;0.900005;0.971408;1;8486.63;8496.72;10.4185;0.327339;0;16141.3;0.000222222;0.51674;0.50051;8470.55;8685.43
0.482892;0.517108;0.97596;0.900005;0.971548;1;8486.95;8497.15;10.7021;0.497696;0;16145.4;0.000111111;0.516256;0.500513;8474.12;8692.05
0.483151;0.516849;0.975984;0.900005;0.971617;1;8487.39;8497.58;10.1929;0;0;16226.9;0.000111111;0.516385;0.500489;8476.69;8696.72
0.483283;0.516717;0.975794;0.900005;0.97162;1;8485.07;8495.33;10.2603;3.85089;0;16229.3;0.000222222;0.517015;0.500401;8475.63;8699.1
0.483401;0.516599;0.975459;0.900005;0.971509;1;8486.82;8493.44;6.62332;0;0;16227.6;0.000222222;0.519525;0.500333;8476.76;8701.21
0.483522;0.516478;0.974562;0.900005;0.971215;1;8497.8;8504.32;6.51837;0;0;16223.8;0.000222222;0.522373;0.500129;8472.03;8703.39
0.483729;0.516271;0.973501;0.900005;0.970644;1;8514.36;8520.57;6.20912;1.9585;0;16213.3;0.000277778;0.522573;0.499736;8469.68;8707.12
0.483984;0.516016;0.97294;0.900005;0.970117;1;8528.84;8534.55;4.11468;5.71441;0;16315;0.000444444;0.522986;0.499399;8472.23;8711.71
0.484333;0.515667;0.972621;0.900005;0.969742;1;8542.23;8544.12;0.0542234;1.89754;0;16293.6;0.0005;0.519833;0.499423;8484.1;8718
0.484801;0.515199;0.972639;0.900005;0.969676;1;8547.98;8551.84;0.433979;4.22336;0;16279.4;0.000555556;0.521336;0.499452;8492.49;8726.41
0.485263;0.514737;0.97292;0.900005;0.969705;1;8550.8;8555.97;0.473465;5.59237;0;16276.2;0.000611111;0.520934;0.499659;8503.66;8734.73
0.485716;0.514284;0.973465;0.900005;0.96991;1;8555.73;8560.36;0.036599;4.62562;0;16276.4;0.000666667;0.520434;0.499963;8516.11;8742.88
0.486243;0.513757;0.973967;0.900005;0.970064;1;8559.56;8559.58;0.469708;0.44225;0;16282.7;0.000611111;0.519754;0.500303;8530.31;8752.38
0.486767;0.513233;0.974475;0.900005;0.970329;1;8558.43;8562.27;0.970742;4.70349;0;16289.1;0.000555556;0.519055;0.500449;8536.95;8761.8
0.4872;0.5128;0.974825;0.900005;0.970462;1;8561.07;8561.14;0.066121;0;0;16299.3;0.000555556;0.518242;0.500657;8547.63;8769.59
0.487579;0.512421;0.975098;0.900005;0.970657;1;8560.29;8562.2;0.243322;2.01432;0;16304;0.000555556;0.51257;0.50067;8550.89;8776.43
0.487868;0.512132;0.975186;0.900005;0.970714;1;8560.71;8561.5;0.0496344;0.790147;0;16310.8;0.000555556;0.516953;0.500692;8554.94;8781.62
0.488095;0.511905;0.975123;0.900005;0.97079;1;8560.12;8562.14;0.290565;2.28371;0;16312.9;0.000611111;0.520635;0.500608;8555.04;8785.71
0.488255;0.511745;0.974858;0.900005;0.970759;1;8558.9;8560.72;0.227949;2.02096;0;16314.7;0.000611111;0.52032;0.500508;8555;8788.59
0.488349;0.511651;0.974303;0.900005;0.970623;1;8563.72;8565.26;0.0574555;1.55367;0;16313.6;0.000611111;0.52019;0.50034;8551.81;8790.27
0.488481;0.511519;0.97305;0.900005;0.970066;1;8580.87;8583.21;0.568409;2.89399;0;16308.9;0.000555556;0.52024;0.50008;8547.87;8792.66
0.488761;0.511239;0.97228;0.900005;0.969451;1;8598.29;8602.54;0.147508;4.39387;0;16301.2;0.000722222;0.517949;0.499605;8548.17;8797.7
0.489109;0.510891;0.971882;0.900005;0.969005;1;8612.26;8618.37;0.407315;6.49875;0;16276.7;0.000722222;0.51833;0.499466;8555.95;8803.97
0.489551;0.510449;0.971757;0.900005;0.968745;1;8620.26;8628.11;0.918027;8.75893;0;16326.3;0.000722222;0.516075;0.499551;8567.32;8811.93
0.490047;0.509953;0.971918;0.900005;0.96873;1;8626.25;8634.04;0.956297;8.72396;0;16317.1;0.000666667;0.515907;0.499772;8580.22;8820.84
0.490534;0.509466;0.972395;0.900005;0.968912;1;8630.83;8638.46;0.146834;7.76562;0;16317.5;0.000833333;0.510854;0.500064;8593.7;8829.61
0.491133;0.508867;0.972952;0.900005;0.969112;1;8633.94;8640.98;1.08819;8.11673;0;16321.3;0.000611111;0.512682;0.500424;8607.89;8840.39
0.491656;0.508344;0.973438;0.900005;0.969316;1;8635.22;8642.19;0.505427;7.45218;0;16332;0.000833333;0.508161;0.500732;8620.23;8849.81
0.49216;0.50784;0.973877;0.900005;0.969524;1;8634.71;8643.41;0.498795;9.17798;0;16335.6;0.000833333;0.507425;0.500946;8629.43;8858.88
0.492642;0.507358;0.974226;0.900005;0.969697;1;8635.66;8644.03;0.793507;9.13733;0;16358.1;0.000777778;0.510257;0.501139;8638.27;8867.55
0.493021;0.506979;0.974523;0.900005;0.969872;1;8636.14;8644.2;0.0216127;8.05978;0;16365.2;0.000944444;0.511653;0.501248;8645.03;8874.38
0.493385;0.506615;0.974737;0.900005;0.970037;1;8639.76;8639.78;0.132909;0.115647;0;16368.6;0.000888889;0.506082;0.501307;8652.01;8880.93
0.493745;0.506255;0.974902;0.900005;0.970306;1;8639.72;8639.77;0.45355;0.407054;0;16375.4;0.000777778;0.509174;0.501133;8650.99;8887.41
0.493952;0.506048;0.974738;0.900005;0.970339;1;8639.55;8639.64;0.459422;0.364053;0;16386.8;0.000722222;0.505808;0.500974;8650.21;8891.14
0.494028;0.505972;0.974331;0.900005;0.970232;1;8641.92;8643.86;0.466485;2.22991;0;16388.9;0.000666667;0.505564;0.500712;8645.33;8892.51
0.494098;0.505902;0.973154;0.900005;0.969648;1;8659.18;8659.18;0.387276;0.384274;0;16386.1;0.000555556;0.505599;0.500448;8641.37;8893.76
0.494368;0.505632;0.972271;0.900005;0.969055;1;8676.59;8678.53;0.914479;2.83949;0;16419.3;0.000444444;0.506142;0.499875;8638.12;8898.63
0.494601;0.505399;0.971661;0.900005;0.968525;1;8693.32;8695.25;0.00922908;1.92295;0;16400;0.0005;0.502442;0.499582;8642.85;8902.82
0.494931;0.505069;0.97121;0.900005;0.968145;1;8706.42;8706.43;0.0110122;0;0;16380.3;0.0005;0.50276;0.499459;8650.73;8908.76
0.495343;0.504657;0.970943;0.900005;0.96797;1;8714.6;8714.62;0.0618382;0.0347407;0;16375;0.000444444;0.506368;0.499381;8657.76;8916.18
0.495767;0.504233;0.970928;0.900005;0.967938;1;8718.45;8720.41;0.455098;2.36375;0;16369.7;0.000388889;0.504094;0.499395;8664.96;8923.8
0.496131;0.503869;0.971183;0.900005;0.968002;1;8721.59;8723.31;0.00902149;1.71482;0;16369.6;0.0005;0.498926;0.499555;8674.35;8930.36
0.496514;0.503486;0.971623;0.900005;0.96822;1;8726.11;8726.12;0.0154193;0;0;16370.1;0.0005;0.498498;0.499788;8684.59;8937.26
0.496935;0.503065;0.972087;0.900005;0.96841;1;8728.87;8728.9;0.295399;0.263344;0;16377.9;0.000444444;0.497948;0.500012;8694.26;8944.83
0.497337;0.502663;0.972454;0.900005;0.968561;1;8731.68;8731.76;0.0719855;0;0;16385.5;0.000444444;0.497948;0.5002;8703.24;8952.07
0.497717;0.502283;0.972759;0.900005;0.968679;1;8732.37;8734.29;0.520614;2.32462;0;16390.9;0.000388889;0.498124;0.500311;8709.73;8958.9
0.498037;0.501963;0.97297;0.900005;0.968755;1;8733.8;8735.72;0.0582185;1.96485;0;16395.9;0.000388889;0.498281;0.500418;8716.22;8964.67
0.49837;0.50163;0.973079;0.900005;0.968846;1;8735.02;8736.4;0.582073;1.95838;0;16398.6;0.000333333;0.498326;0.500466;8720.94;8970.65
0.498669;0.501331;0.973101;0.900005;0.968925;1;8735.71;8735.72;0.493975;0.482382;0;16402.8;0.000277778;0.501191;0.500449;8724.35;8976.05
0.49887;0.50113;0.972977;0.900005;0.968974;1;8735.09;8735.14;0.0518967;0;0;16406.5;0.000277778;0.504807;0.500368;8724.81;8979.67
0.498999;0.501001;0.972696;0.900005;0.968928;1;8734.03;8734.14;0.103938;0;0;16408.3;0.000277778;0.50717;0.500244;8723.24;8981.98
0.499077;0.500923;0.971499;0.900005;0.968436;1;8749.88;8750.02;0.292416;0.154292;0;16406.7;0.000222222;0.507087;0.500079;8718.24;8983.38
0.499402;0.500598;0.970527;0.900005;0.967816;1;8769.05;8769.23;0.547915;0.371609;0;16480.8;0.000166667;0.506949;0.499571;8717.23;8989.23
0.499755;0.500245;0.969981;0.900005;0.967359;1;8786.8;8787.01;0.205623;0;0;16459.6;0.000166667;0.507278;0.499257;8722.52;8995.59
0.500177;0.499823;0.969668;0.900005;0.967005;1;8799.2;8799.41;0.427399;0.21282;0;16443.3;0.000111111;0.504939;0.49918;8732.02;9003.19
0.500654;0.499346;0.969636;0.900005;0.966887;1;8806.8;8807.05;0.249955;0;0;16431.6;0.000111111;0.500777;0.499215;8742.54;9011.78
0.501131;0.498869;0.969868;0.900005;0.966935;1;8811.56;8811.84;0.284228;0;0;16427.4;0.000111111;0.502705;0.499359;8753.22;9020.36
0.5016;0.4984;0.970361;0.900005;0.967145;1;8816.48;8816.8;0.319105;0;0;16429.2;0.000111111;0.502172;0.499583;8764.54;9028.8
0.50207;0.49793;0.970839;0.900005;0.967287;1;8819.8;8820.17;0.364936;0;0;16436.7;0.000111111;0.501481;0.49987;8776.77;9037.26
0.50255;0.49745;0.971228;0.900005;0.967469;1;8822.5;8822.88;0.387582;0;0;16441.8;0.000111111;0.505686;0.500093;8787.35;9045.9
0.502986;0.497014;0.971553;0.900005;0.967626;1;8823.19;8825.19;0.430326;2.00125;0;16448.2;0.000166667;0.505008;0.500235;8795.2;9053.75
0.503394;0.496606;0.97183;0.900005;0.967776;1;8826.12;8826.13;0.00967992;0;0;16452.9;0.000166667;0.504401;0.500367;8803.61;9061.09
0.503779;0.496221;0.972086;0.900005;0.96796;1;8827.64;8827.68;0.0383799;0;0;16458.2;0.000166667;0.503829;0.500408;8808.97;9068.01
0.504093;0.495907;0.972249;0.900005;0.96809;1;8828.83;8828.9;0.061752;0;0;16464.8;0.000166667;0.499988;0.500431;8813.49;9073.68
0.504364;0.495636;0.972314;0.900005;0.968198;1;8829.94;8830.03;0.328489;0.231861;0;16469.4;0.000111111;0.497718;0.500412;8816.49;9078.56
0.504574;0.495426;0.972241;0.900005;0.968238;1;8830.32;8830.46;0.136029;0;0;16474.2;0.000111111;0.497334;0.500356;8818.18;9082.33
0.504723;0.495277;0.971958;0.900005;0.968196;1;8828.83;8829.02;0.184958;0;0;16475.7;0.000111111;0.497081;0.500255;8817.69;9085.01
0.504812;0.495188;0.971303;0.900005;0.968012;1;8837.53;8837.76;0.229245;0;0;16474.2;0.000111111;0.494777;0.500088;8813.94;9086.62
0.504985;0.495015;0.970098;0.900005;0.967431;1;8856.87;8857.13;0.257057;0;0;16467.7;0.000111111;0.496207;0.4998;8812.1;9089.74
0.505356;0.494644;0.96946;0.900005;0.966875;1;8875.42;8875.69;0.276497;0;0;16574.6;0.000111111;0.496636;0.499344;8814.41;9096.41
0.505769;0.494231;0.969098;0.900005;0.966549;1;8890.33;8890.61;0.640355;0.357449;0;16554.7;5.55556e-05;0.496838;0.499213;8823.26;9103.83
0.50624;0.49376;0.968991;0.900005;0.966373;1;8899.22;8899.53;0.306157;0;0;16610;5.55556e-05;0.499838;0.49922;8834.32;9112.32
0.506725;0.493275;0.969185;0.900005;0.966414;1;8904.85;8905.18;0.327602;0;0;16603.8;5.55556e-05;0.49971;0.499332;8845.14;9121.05
0.507202;0.492798;0.969642;0.900005;0.966598;1;8910.23;8910.58;0.350461;0;0;16605.3;5.55556e-05;0.50203;0.499546;8856.72;9129.63
0.507684;0.492316;0.970147;0.900005;0.96679;1;8914.77;8915.16;0.390881;0;0;16611.9;5.55556e-05;0.501351;0.499825;8869.42;9138.31
0.508182;0.491818;0.970529;0.900005;0.966963;1;8918.08;8918.51;0.43127;0;0;16618.8;5.55556e-05;0.50066;0.500068;8881.14;9147.27
0.508677;0.491323;0.970908;0.900005;0.967144;1;8920.96;8921.43;0.467714;0;0;16625;5.55556e-05;0.499972;0.500213;8890.49;9156.19
0.509125;0.490875;0.97118;0.900005;0.967326;1;8923.22;8923.71;0.485943;0;0;16631.4;5.55556e-05;0.499281;0.500326;8898.68;9164.25
0.509527;0.490473;0.97139;0.900005;0.967497;1;8925.4;8925.91;0.517832;0;0;16637.9;5.55556e-05;0.498637;0.500373;8904.94;9171.48
0.50987;0.49013;0.971558;0.900005;0.967641;1;8927.7;8928.24;0.539547;0;0;16644.1;5.55556e-05;0.49805;0.500385;8909.89;9177.66
0.51016;0.48984;0.971666;0.900005;0.967762;1;8929.6;8930.17;0.612176;0.0464299;0;16649.2;0;0.497552;0.500377;8913.96;9182.89
0.510408;0.489592;0.971679;0.900005;0.967844;1;8931.77;8932.39;0.619872;0;0;17085.6;0;0.497131;0.500346;8916.93;9187.34
0.510606;0.489394;0.971522;0.900005;0.967856;1;8931.98;8932.65;0.66997;0;0;17088.6;0;0.496794;0.500282;8918.65;9190.9
0.510757;0.489243;0.971286;0.900005;0.967828;1;8931.98;8932.72;0.738186;0;0;17224.4;0;0.496579;0.500161;8917.78;9193.62
0.510852;0.489148;0.970306;0.900005;0.967465;1;8945.73;8946.49;0.758633;0;0;17223.4;0;0.496453;0.500032;8914.65;9195.34
0.511138;0.488862;0.969205;0.900005;0.966873;1;8966.25;8966.98;0.73371;0;0;17286.3;0;0.496734;0.499622;8913.97;9200.49
0.511552;0.488448;0.968655;0.900005;0.966401;1;8986.56;8987.29;0.731898;0;0;17372.1;0;0.493164;0.499243;8918.89;9207.94
0.512019;0.487981;0.968444;0.900005;0.966091;1;9001;9001.73;0.728091;0;0;17354.8;0;0.493232;0.499168;8930.31;9216.35
0.51255;0.48745;0.968535;0.900005;0.965987;1;9009.3;9010.01;0.710317;0;0;17419.3;0;0.493078;0.499247;8943.07;9225.89
0.513091;0.486909;0.968925;0.900005;0.966111;1;9015.46;9016.18;0.723383;0;0;17440.5;0;0.492648;0.499436;8955.85;9235.63
0.513629;0.486371;0.969494;0.900005;0.966328;1;9020.91;9021.65;0.732816;0;0;17445;0;0.491974;0.499709;8969.52;9245.33
0.514175;0.485825;0.969987;0.900005;0.966519;1;9025.02;9025.73;0.707839;0;0;17453;0;0.491207;0.500002;8983.14;9255.15
0.514727;0.485273;0.97043;0.900005;0.96673;1;9028.14;9028.86;0.720357;0;0;17460;0;0.490461;0.500205;8994.63;9265.09
0.515241;0.484759;0.970775;0.900005;0.966935;1;9030.91;9031.65;0.732801;0;0;17467.8;0;0.489689;0.500347;9004.15;9274.33
0.515705;0.484295;0.971077;0.900005;0.967133;1;9032.99;9033.75;0.753195;0;0;17475.2;0;0.488963;0.50042;9011.82;9282.69
0.516098;0.483902;0.971307;0.900005;0.967338;1;9035.7;9036.48;0.778149;0;0;17482.5;0;0.48808;0.50046;9017.96;9289.76
0.516435;0.483565;0.971484;0.900005;0.967498;1;9038.23;9039;0.764741;0;0;17490.1;0;0.487476;0.500463;9023.05;9295.84
0.516717;0.483283;0.971568;0.900005;0.96763;1;9040.75;9041.51;0.762358;0;0;17496;0;0.488623;0.500443;9027.02;9300.9
0.516953;0.483047;0.97157;0.900005;0.967729;1;9042.73;9043.49;0.757801;0;0;17500.8;0;0.485235;0.500389;9029.83;9305.15
0.517142;0.482858;0.971437;0.900005;0.967778;1;9043.68;9044.46;0.776196;0;0;17504.5;0;0.489527;0.500312;9031.31;9308.55
0.517286;0.482714;0.971133;0.900005;0.967753;1;9044.24;9045.07;0.827786;0;0;17506.4;0;0.489283;0.500195;9030.8;9311.15
0.517391;0.482609;0.969987;0.900005;0.967334;1;9061.58;9062.42;0.836851;0;0;17505.5;0;0.489161;0.500031;9027.09;9313.04
0.51773;0.48227;0.969052;0.900005;0.966739;1;9083.26;9084.06;0.802417;0;0;17596.1;0;0.489485;0.499552;9027.29;9319.14
0.518153;0.481847;0.968607;0.900005;0.966312;1;9102.99;9103.78;0.783636;0;0;17574.1;0;0.48808;0.499257;9034.46;9326.75
0.518643;0.481357;0.96843;0.900005;0.966051;1;9115.15;9115.94;0.789879;0;0;17558.3;0;0.488087;0.499221;9046.71;9335.57
0.519177;0.480823;0.968596;0.900005;0.966045;1;9123.51;9124.26;0.75183;0;0;17548.7;0;0.487469;0.499304;9058.88;9345.18
0.519716;0.480284;0.968966;0.900005;0.966199;1;9130.07;9130.82;0.748502;0;0;17548.5;0;0.486934;0.499512;9072.23;9354.88
0.520268;0.479732;0.969489;0.900005;0.966446;1;9136;9136.75;0.74654;0;0;17554.2;0;0.486231;0.499762;9086.01;9364.83
0.520826;0.479174;0.970008;0.900005;0.96666;1;9141.1;9141.85;0.746922;0;0;17563.3;0;0.484493;0.500026;9099.62;9374.87
0.521385;0.478615;0.970445;0.900005;0.966873;1;9145.03;9145.78;0.750502;0;0;17571.2;0;0.483714;0.500235;9111.84;9384.93
0.521917;0.478083;0.970881;0.900005;0.967074;1;9147.92;9148.67;0.742308;0;0;17579;0;0.479591;0.500368;9121.82;9394.51
0.522385;0.477615;0.971226;0.900005;0.967291;1;9150.85;9151.58;0.731528;0;0;17586.4;0;0.483318;0.500474;9130.3;9402.93
0.522799;0.477201;0.97149;0.900005;0.967488;1;9154.37;9155.12;0.752893;0;0;17614.3;0;0.479507;0.500521;9137.16;9410.39
0.523163;0.476837;0.971682;0.900005;0.967649;1;9157.19;9157.92;0.728318;0;0;17580.7;0;0.478895;0.500526;9142.93;9416.93
0.523466;0.476534;0.971796;0.900005;0.967788;1;9159.6;9160.32;0.717221;0;0;17586.6;0;0.478371;0.5005;9147.17;9422.39
0.523714;0.476286;0.971812;0.900005;0.967912;1;9161.71;9162.42;0.717193;0;0;17591.8;0;0.476686;0.500447;9150.15;9426.85
0.523911;0.476089;0.971698;0.900005;0.967989;1;9163.11;9163.85;0.740885;0;0;17596.3;0;0.476316;0.500364;9151.77;9430.4
0.524063;0.475937;0.971447;0.900005;0.967984;1;9163.31;9164.07;0.759396;0;0;17566.1;0;0.476041;0.500244;9151.58;9433.13
0.524163;0.475837;0.970811;0.900005;0.967807;1;9172.68;9173.44;0.766939;0;0;17566;0;0.479054;0.500092;9148.94;9434.93
0.524356;0.475644;0.969589;0.900005;0.967251;1;9194.77;9195.51;0.740747;0;0;17592.6;0;0.475992;0.499812;9147.55;9438.41
0.52478;0.47522;0.968905;0.900005;0.966728;1;9216.55;9217.25;0.698616;0;0;17592.6;0;0.475611;0.499346;9151.27;9446.04
0.525248;0.474752;0.968624;0.900005;0.966439;1;9234.01;9234.7;0.685413;0;0;17588.5;0;0.471884;0.499195;9162.07;9454.47
0.525789;0.474211;0.968637;0.900005;0.966281;1;9243.94;9244.63;0.683989;0;0;17577.9;0;0.476348;0.49924;9175.57;9464.2
0.526352;0.473648;0.969014;0.900005;0.966406;1;9251.52;9252.19;0.664213;0;0;17572.1;0;0.4741;0.499397;9188.9;9474.33
0.526913;0.473087;0.969597;0.900005;0.966669;1;9258.99;9259.66;0.675775;0;0;17576.7;0;0.473414;0.499673;9203.9;9484.44
0.527501;0.472499;0.970119;0.900005;0.966889;1;9264.42;9265.1;0.677692;0;0;17586.4;0;0.473904;0.499979;9219.43;9495.02
0.528106;0.471894;0.970614;0.900005;0.967116;1;9268.87;9269.54;0.66569;0;0;17589.9;0;0.471759;0.500199;9232.54;9505.91
0.52868;0.47132;0.971057;0.900005;0.96736;1;9271.97;9272.63;0.661069;0;0;17598.2;0;0.473005;0.500363;9243.96;9516.24
0.529195;0.470805;0.971432;0.900005;0.967608;1;9274.9;9275.55;0.647197;0;0;17607.2;0;0.471951;0.500473;9253.21;9525.52
0.529647;0.470353;0.971747;0.900005;0.967856;1;9278.38;9279.07;0.686977;0;0;17616.3;0;0.473011;0.500533;9260.9;9533.64
0.530039;0.469961;0.971929;0.900005;0.968068;1;9281.98;9282.68;0.696376;0;0;17625.5;0;0.471582;0.500556;9267.5;9540.7
0.530383;0.469617;0.972081;0.900005;0.968245;1;9285.6;9286.35;0.751165;0;0;17621.9;0;0.473821;0.50052;9272.49;9546.89
0.530668;0.469332;0.972125;0.900005;0.96838;1;9289.15;9289.94;0.797332;0;0;17620;0;0.4749;0.500478;9276.66;9552.02
0.530914;0.469086;0.972125;0.900005;0.968471;1;9291.54;9292.37;0.830093;0;0;17619.4;0;0.474478;0.500401;9279.57;9556.45
0.531104;0.468896;0.972017;0.900005;0.968543;1;9293.36;9294.23;0.86317;0;0;17620.8;0;0.474138;0.500321;9281.3;9559.88
0.531255;0.468745;0.971802;0.900005;0.96852;1;9293.65;9294.53;0.888037;0;0;17615;0;0.473874;0.500212;9281.4;9562.6
0.531356;0.468644;0.971271;0.900005;0.968396;1;9301.52;9302.44;0.916444;0;0;17612.2;0;0.473741;0.500081;9279.4;9564.42
0.531531;0.468469;0.969911;0.900005;0.967832;1;9325.7;9326.57;0.870616;0;0;17618.2;0;0.473761;0.499846;9277.8;9567.55
0.531998;0.468002;0.969225;0.900005;0.967262;1;9348.99;9349.85;0.858108;0;0;17621.6;0;0.472787;0.499317;9281.39;9575.97
0.53249;0.46751;0.968931;0.900005;0.966949;1;9368.04;9368.89;0.849294;0;0;17600.5;0;0.472878;0.499171;9293.07;9584.82
0.533071;0.466929;0.968997;0.900005;0.966809;1;9379.89;9380.71;0.821942;0;0;17588.9;0;0.471803;0.499215;9307.79;9595.28
0.533682;0.466318;0.969376;0.900005;0.966928;1;9388.48;9389.31;0.827975;0;0;17583.8;0;0.471353;0.4994;9323.03;9606.28
0.534305;0.465695;0.96999;0.900005;0.967211;1;9396.8;9397.66;0.859102;0;0;17588.2;0;0.469115;0.499676;9339.26;9617.5
0.53495;0.46505;0.970529;0.900005;0.967444;1;9403;9403.87;0.871093;0;0;17598.6;0;0.468212;0.499994;9356.1;9629.1
0.535613;0.464387;0.971081;0.900005;0.967732;1;9408.31;9409.21;0.895743;0;0;17607.2;0;0.464882;0.500218;9370.55;9641.04
0.53624;0.46376;0.971515;0.900005;0.967996;1;9412.41;9413.32;0.910842;0;0;17617.8;0;0.466055;0.500402;9383.38;9652.31
0.536818;0.463182;0.971907;0.900005;0.968284;1;9416.38;9417.34;0.961862;0;0;17627.5;0;0.463817;0.5005;9393.72;9662.72
0.537325;0.462675;0.972233;0.900005;0.96854;1;9420.33;9421.3;0.977445;0;0;17604.1;0;0.462963;0.500561;9402.52;9671.85
0.537766;0.462234;0.97252;0.900005;0.968791;1;9425.09;9426.08;0.995152;0;0;17613.5;0;0.462311;0.500583;9409.97;9679.78
0.538151;0.461849;0.97272;0.900005;0.96898;1;9429.85;9430.85;0.998107;0;0;17591.8;0;0.460572;0.500585;9416.65;9686.71
0.538491;0.461509;0.972852;0.900005;0.969146;1;9434.46;9435.47;1.00878;0;0;17598.8;0;0.463439;0.50055;9422.17;9692.84
0.538787;0.461213;0.972905;0.900005;0.969302;1;9438.59;9439.6;1.00494;0;0;17604.9;0;0.467551;0.500494;9426.77;9698.16
0.53904;0.46096;0.972921;0.900005;0.969419;1;9442.04;9443.05;1.00613;0;0;17610.7;0;0.467099;0.500417;9430.16;9702.73
0.539247;0.460753;0.972835;0.900005;0.969484;1;9444.76;9445.81;1.04529;0;0;17615;0;0.46429;0.500341;9432.57;9706.45
0.53942;0.46058;0.972666;0.900005;0.969526;1;9446.18;9447.26;1.07413;0;0;17617.5;0;0.46374;0.500237;9433.69;9709.57
0.539549;0.460451;0.972427;0.900005;0.969523;1;9449.09;9450.21;1.11148;0;0;17589;0;0.459796;0.50012;9433.3;9711.88
0.539661;0.460339;0.971139;0.900005;0.969008;1;9471.13;9472.22;1.08714;0;0;17588.9;0;0.460983;0.499998;9430.93;9713.89
0.540095;0.459905;0.970196;0.900005;0.968414;1;9496.74;9497.81;1.06458;0;0;17592.9;0;0.459749;0.499468;9432.85;9721.72
0.540614;0.459386;0.969793;0.900005;0.968051;1;9519.41;9520.4;0.988778;0;0;17570.9;0;0.459882;0.499186;9443.06;9731.04
0.54121;0.45879;0.969764;0.900005;0.967875;1;9533.88;9534.86;0.980005;0;0;17557.5;0;0.462443;0.499183;9458.64;9741.79
0.541854;0.458146;0.970073;0.900005;0.967945;1;9544.74;9545.71;0.969467;0;0;17551;0;0.46098;0.499334;9474.68;9753.37
0.542523;0.457477;0.970687;0.900005;0.968227;1;9554.61;9555.56;0.950025;0;0;17553.7;0;0.463518;0.499595;9492.25;9765.42
0.543216;0.456784;0.97131;0.900005;0.968469;1;9562.25;9563.2;0.945707;0;0;17564;0;0.46257;0.499929;9510.74;9777.88
0.543933;0.456067;0.971878;0.900005;0.968715;1;9567.94;9568.87;0.936915;0;0;17572.9;0;0.461638;0.5002;9527.18;9790.79
0.544626;0.455374;0.972398;0.900005;0.968994;1;9572.69;9573.64;0.953179;0;0;17581.9;0;0.460679;0.500394;9541.13;9803.27
0.54526;0.45474;0.972835;0.900005;0.969314;1;9577.24;9578.2;0.961434;0;0;17592.1;0;0.459712;0.500529;9553.2;9814.69
0.54583;0.45417;0.973241;0.900005;0.969636;1;9582.23;9583.18;0.95499;0;0;17603.9;0;0.458767;0.500603;9563.45;9824.93
0.546329;0.453671;0.973561;0.900005;0.969922;1;9587.57;9588.51;0.934008;0;0;17614.2;0;0.453744;0.500649;9572.6;9833.92
0.546774;0.453226;0.973808;0.900005;0.970181;1;9593.18;9594.11;0.928402;0;0;17619.7;0;0.457894;0.500651;9580.47;9841.92
0.547166;0.452834;0.974008;0.900005;0.97039;1;9598.27;9599.17;0.905156;0;0;17629.2;0;0.457199;0.500623;9587.19;9848.99
0.547503;0.452497;0.974163;0.900005;0.97059;1;9603.95;9604.84;0.896521;0;0;17593.2;0;0.456604;0.50058;9592.86;9855.06
0.547802;0.452198;0.974269;0.900005;0.970751;1;9609.24;9610.14;0.905945;0;0;17600.6;0;0.456075;0.500528;9598.1;9860.43
0.548066;0.451934;0.974328;0.900005;0.970885;1;9614.67;9615.59;0.916144;0;0;17606.5;0;0.455622;0.500466;9602.53;9865.18
0.548305;0.451695;0.974347;0.900005;0.971008;1;9619.31;9620.25;0.941924;0;0;17606.4;0;0.455229;0.500397;9606.63;9869.49
0.548517;0.451483;0.974326;0.900005;0.971096;1;9623.01;9623.98;0.963464;0;0;17609.1;0;0.452864;0.500325;9609.86;9873.31
