Realized inflation;Immediate inflation;Loan interest rate;Average loan interest rate;Deposit interest rate;Average deposit IR
0.000231916;0.000191845;0;7.14413e-16;0;-7.12346e-16
0.000223902;0.000180521;0;5.71531e-16;0;-5.69877e-16
0.000215226;0.000206318;0;4.57225e-16;0;-4.55902e-16
0.000213444;0.000191683;0;3.6578e-16;0;-3.64721e-16
0.000209092;0.000181672;0;2.92624e-16;0;-2.91777e-16
0.000203608;0.000188075;0;2.34099e-16;0;-2.33422e-16
0.000200502;0.000195482;0;1.87279e-16;0;-1.86737e-16
0.000199498;0.000237509;0;1.49823e-16;0;-1.4939e-16
0.0002071;0.000219137;0;1.19859e-16;0;-1.19512e-16
0.000209507;0.000221791;0;9.58869e-17;0;-9.56095e-17
0.000211964;0.0002445;0;7.67096e-17;0;-7.64876e-17
0.000218471;0.000257211;0;6.13676e-17;0;-6.11901e-17
0.000226219;0.000168858;0;4.90941e-17;0;-4.89521e-17
0.000214747;0.000150591;0;3.92753e-17;0;-3.91617e-17
0.000201916;8.29043e-05;0;3.14202e-17;0;-3.13293e-17
0.000178113;0.000137373;0;2.51362e-17;0;-2.50635e-17
0.000169965;0.000213615;0;2.01089e-17;0;-2.00508e-17
0.000178695;0.0003074;0;1.60872e-17;0;-1.60406e-17
0.000204436;0.000375818;0;1.28697e-17;0;-1.28325e-17
0.000238713;0.000313951;0;1.02958e-17;0;-1.0266e-17
0.00025376;0.000325791;0;8.23663e-18;0;-8.2128e-18
0.000268166;0.000257428;0;6.5893e-18;0;-6.57024e-18
0.000266019;0.000196689;0;5.27144e-18;0;-5.25619e-18
0.000252153;0.000168768;0;4.21715e-18;0;-4.20495e-18
0.000235476;0.000179328;0;3.37372e-18;0;-3.36396e-18
0.000224246;0.000181974;0;2.69898e-18;0;-2.69117e-18
0.000215792;0.000250717;0;2.15918e-18;0;-2.15294e-18
0.000222777;0.000218375;0;1.72735e-18;0;-1.72235e-18
0.000221897;0.000264355;0;1.38188e-18;0;-1.37788e-18
0.000230388;0.000291899;0;1.1055e-18;0;-1.1023e-18
0.00024269;0.000263538;0;8.84401e-19;0;-8.81842e-19
0.00024686;0.000232972;0;7.07521e-19;0;-7.05474e-19
0.000244082;0.000236194;0;5.66017e-19;0;-5.64379e-19
0.000242505;0.00026817;0;4.52813e-19;0;-4.51503e-19
0.000247638;0.000277741;0;3.62251e-19;0;-3.61203e-19
0.000253658;0.000251262;0;2.898e-19;0;-2.88962e-19
0.000253179;0.000284404;0;2.3184e-19;0;-2.3117e-19
0.000259424;0.000265264;0;1.85472e-19;0;-1.84936e-19
0.000260592;0.000238999;0;1.48378e-19;0;-1.47949e-19
0.000256273;0.000209996;0;1.18702e-19;0;-1.18359e-19
0.000247018;0.000186794;0;9.49618e-20;0;-9.46871e-20
0.000234973;0.00022833;0;7.59695e-20;0;-7.57497e-20
0.000233645;0.00024404;0;6.07756e-20;0;-6.05997e-20
0.000235724;0.000248293;0;4.86205e-20;0;-4.84798e-20
0.000238237;0.000254954;0;3.88964e-20;0;-3.87838e-20
0.000241581;0.00027523;0;3.11171e-20;0;-3.10271e-20
0.000248311;0.000253103;0;2.48937e-20;0;-2.48217e-20
0.000249269;0.000247697;0;1.99149e-20;0;-1.98573e-20
0.000248955;0.000244499;0;1.5932e-20;0;-1.58859e-20
0.000248064;0.000246461;0;1.27456e-20;0;-1.27087e-20
0.000247743;0.000289471;0;1.01964e-20;0;-1.01669e-20
0.000256089;0.000309063;0;8.15716e-21;0;-8.13356e-21
0.000266684;0.000306336;0;6.52573e-21;0;-6.50685e-21
0.000274614;0.000296522;0;5.22058e-21;0;-5.20548e-21
0.000278996;0.000272331;0;4.17647e-21;0;-4.16438e-21
0.000277663;0.000253318;0;3.34117e-21;0;-3.33151e-21
0.000272794;0.000268912;0;2.67294e-21;0;-2.6652e-21
0.000272017;0.000268969;0;2.13835e-21;0;-2.13216e-21
0.000271408;0.000269506;0;1.71068e-21;0;-1.70573e-21
0.000271027;0.000279081;0;1.36854e-21;0;-1.36458e-21
0.000272638;0.000297239;0;1.09484e-21;0;-1.09167e-21
0.000277558;0.000297625;0;8.75868e-22;0;-8.73334e-22
0.000281572;0.000279777;0;7.00695e-22;0;-6.98667e-22
0.000281213;0.000244861;0;5.60556e-22;0;-5.58934e-22
0.000273942;0.000262244;0;4.48445e-22;0;-4.47147e-22
0.000271603;0.000231635;0;3.58756e-22;0;-3.57718e-22
0.000263609;0.000278493;0;2.87005e-22;0;-2.86174e-22
0.000266586;0.000326382;0;2.29604e-22;0;-2.28939e-22
0.000278545;0.000342182;0;1.83683e-22;0;-1.83151e-22
0.000291273;0.000316268;0;1.46946e-22;0;-1.46521e-22
0.000296272;0.000327823;0;1.17557e-22;0;-1.17217e-22
0.000302582;0.000231872;0;9.40456e-23;0;-9.37735e-23
0.00028844;0.000213534;0;7.52365e-23;0;-7.50188e-23
0.000273459;0.000236141;0;6.01892e-23;0;-6.00151e-23
0.000265995;0.000260218;0;4.81514e-23;0;-4.80121e-23
0.00026484;0.000321231;0;3.85211e-23;0;-3.84096e-23
0.000276118;0.00034457;0;3.08169e-23;0;-3.07277e-23
0.000289808;0.000301082;0;2.46535e-23;0;-2.45822e-23
0.000292063;0.000316377;0;1.97228e-23;0;-1.96657e-23
0.000296926;0.000323792;0;1.57782e-23;0;-1.57326e-23
0.000302299;0.000277375;0;1.26226e-23;0;-1.25861e-23
0.000297314;0.000258417;0;1.00981e-23;0;-1.00689e-23
0.000289535;0.000292727;0;8.07846e-24;0;-8.05509e-24
0.000290173;0.000316957;0;6.46277e-24;0;-6.44407e-24
0.00029553;0.000339974;0;5.17021e-24;0;-5.15526e-24
0.000304419;0.000286697;0;4.13617e-24;0;-4.1242e-24
0.000300875;0.000255916;0;3.30894e-24;0;-3.29936e-24
0.000291883;0.000264218;0;2.64715e-24;0;-2.63949e-24
0.00028635;0.000243596;0;2.11772e-24;0;-2.11159e-24
0.000277799;0.000324537;0;1.69418e-24;0;-1.68927e-24
0.000287147;0.000357791;0;1.35534e-24;0;-1.35142e-24
0.000301276;0.000348091;0;1.08427e-24;0;-1.08114e-24
0.000310639;0.000379813;0;8.67418e-25;0;-8.64908e-25
0.000324473;0.000331555;0;6.93934e-25;0;-6.91927e-25
0.00032589;0.000356653;0;5.55147e-25;0;-5.53541e-25
0.000332043;0.000313937;0;4.44118e-25;0;-4.42833e-25
0.000328421;0.000313867;0;3.55294e-25;0;-3.54266e-25
0.00032551;0.000288215;0;2.84235e-25;0;-2.83413e-25
0.000318051;0.000336121;0;2.27388e-25;0;-2.26731e-25
0.000321665;0.000249968;0;1.81911e-25;0;-1.81384e-25
0.000307326;0.000314334;0;1.45529e-25;0;-1.45108e-25
0.000308727;0.000348456;0;1.16423e-25;0;-1.16086e-25
0.000316673;0.000409501;0;9.31383e-26;0;-9.28688e-26
0.000335239;0.000366702;0;7.45106e-26;0;-7.42951e-26
0.000341532;0.000348046;0;5.96085e-26;0;-5.9436e-26
0.000342834;0.000327117;0;4.76868e-26;0;-4.75488e-26
0.000339691;0.000318772;0;3.81494e-26;0;-3.80391e-26
0.000335507;0.000333503;0;3.05196e-26;0;-3.04313e-26
0.000335106;0.000329224;0;2.44156e-26;0;-2.4345e-26
0.00033393;0.000305647;0;1.95325e-26;0;-1.9476e-26
0.000328273;0.000332349;0;1.5626e-26;0;-1.55808e-26
0.000329088;0.000367858;0;1.25008e-26;0;-1.24646e-26
0.000336842;0.00032396;0;1.00006e-26;0;-9.97171e-27
0.000334266;0.00034849;0;8.00052e-27;0;-7.97737e-27
0.000337111;0.00036684;0;6.40041e-27;0;-6.3819e-27
0.000343057;0.000360312;0;5.12033e-27;0;-5.10552e-27
0.000346508;0.000342159;0;4.09627e-27;0;-4.08441e-27
0.000345638;0.000321055;0;3.27701e-27;0;-3.26753e-27
0.000340721;0.000373169;0;2.62161e-27;0;-2.61402e-27
0.000347211;0.000377231;0;2.09729e-27;0;-2.09122e-27
0.000353215;0.000424542;0;1.67783e-27;0;-1.67298e-27
0.00036748;0.000370028;0;1.34226e-27;0;-1.33838e-27
0.00036799;0.000351702;0;1.07381e-27;0;-1.0707e-27
0.000364732;0.000340852;0;8.59049e-28;0;-8.56564e-28
0.000359956;0.000339651;0;6.87239e-28;0;-6.85251e-28
0.000355895;0.000361194;0;5.49791e-28;0;-5.48201e-28
0.000356955;0.000378779;0;4.39833e-28;0;-4.38561e-28
0.00036132;0.000380781;0;3.51866e-28;0;-3.50848e-28
0.000365212;0.000402365;0;2.81493e-28;0;-2.80679e-28
0.000372643;0.000405517;0;2.25195e-28;0;-2.24543e-28
0.000379218;0.000378124;0;1.80156e-28;0;-1.79634e-28
0.000378999;0.000303808;0;1.44125e-28;0;-1.43708e-28
0.000363961;0.000356342;0;1.153e-28;0;-1.14966e-28
0.000362437;0.000400916;0;9.22397e-29;0;-9.19728e-29
0.000370133;0.000378979;0;7.37918e-29;0;-7.35783e-29
0.000371902;0.000384583;0;5.90334e-29;0;-5.88626e-29
0.000374438;0.000348708;0;4.72267e-29;0;-4.70901e-29
0.000369292;0.000375877;0;3.77814e-29;0;-3.76721e-29
0.000370609;0.000369629;0;3.02251e-29;0;-3.01377e-29
0.000370413;0.000373478;0;2.41801e-29;0;-2.41101e-29
0.000371026;0.000367464;0;1.93441e-29;0;-1.92881e-29
0.000370314;0.000429302;0;1.54753e-29;0;-1.54305e-29
0.000382111;0.000373157;0;1.23802e-29;0;-1.23444e-29
0.00038032;0.00040538;0;9.90416e-30;0;-9.87551e-30
0.000385332;0.000374798;0;7.92333e-30;0;-7.90041e-30
0.000383226;0.000401496;0;6.33866e-30;0;-6.32032e-30
0.00038688;0.000426689;0;5.07093e-30;0;-5.05626e-30
0.000394841;0.000374733;0;4.05674e-30;0;-4.04501e-30
0.00039082;0.000409823;0;3.2454e-30;0;-3.23601e-30
0.000394621;0.000365878;0;2.59632e-30;0;-2.5888e-30
0.000388872;0.00044578;0;2.07705e-30;0;-2.07104e-30
0.000400254;0.000417877;0;1.66164e-30;0;-1.65684e-30
0.000403778;0.000426906;0;1.32931e-30;0;-1.32547e-30
0.000408404;0.000386291;0;1.06345e-30;0;-1.06037e-30
0.000403981;0.000395143;0;8.50761e-31;0;-8.483e-31
0.000402214;0.000390295;0;6.80609e-31;0;-6.7864e-31
0.00039983;0.000352082;0;5.44487e-31;0;-5.42912e-31
0.00039028;0.000388209;0;4.3559e-31;0;-4.34329e-31
0.000389866;0.000398087;0;3.48472e-31;0;-3.47464e-31
0.00039151;0.000406323;0;2.78777e-31;0;-2.77971e-31
0.000394473;0.000375776;0;2.23022e-31;0;-2.22377e-31
0.000390733;0.000403914;0;1.78418e-31;0;-1.77901e-31
0.00039337;0.000434204;0;1.42734e-31;0;-1.42321e-31
0.000401536;0.000411565;0;1.14187e-31;0;-1.13857e-31
0.000403542;0.000394665;0;9.13498e-32;0;-9.10855e-32
0.000401767;0.000403506;0;7.30798e-32;0;-7.28684e-32
0.000402115;0.000423826;0;5.84638e-32;0;-5.82947e-32
0.000406457;0.000499656;0;4.67711e-32;0;-4.66358e-32
0.000425097;0.000434305;0;3.74169e-32;0;-3.73086e-32
0.000426938;0.000441919;0;2.99335e-32;0;-2.98469e-32
0.000429934;0.000424542;0;2.39468e-32;0;-2.38775e-32
0.000428856;0.000413759;0;1.91574e-32;0;-1.9102e-32
0.000425837;0.000424864;0;1.53259e-32;0;-1.52816e-32
0.000425642;0.000394747;0;1.22608e-32;0;-1.22253e-32
0.000419463;0.000437374;0;9.80861e-33;0;-9.78023e-33
0.000423045;0.000456397;0;7.84689e-33;0;-7.82418e-33
0.000429715;0.000452218;0;6.27751e-33;0;-6.25935e-33
0.000434216;0.000408152;0;5.02201e-33;0;-5.00748e-33
0.000429003;0.000430166;0;4.01761e-33;0;-4.00598e-33
0.000429236;0.000434723;0;3.21408e-33;0;-3.20479e-33
0.000430333;0.000444025;0;2.57127e-33;0;-2.56383e-33
0.000433071;0.000420338;0;2.05701e-33;0;-2.05106e-33
0.000430525;0.0004475;0;1.64561e-33;0;-1.64085e-33
0.00043392;0.000430443;0;1.31649e-33;0;-1.31268e-33
0.000433224;0.000396361;0;1.05319e-33;0;-1.05014e-33
0.000425852;0.000431038;0;8.42553e-34;0;-8.40115e-34
0.000426889;0.000454724;0;6.74042e-34;0;-6.72092e-34
0.000432456;0.000475734;0;5.39234e-34;0;-5.37674e-34
0.000441112;0.000423552;0;4.31387e-34;0;-4.30139e-34
0.0004376;0.000484668;0;3.4511e-34;0;-3.44111e-34
0.000447013;0.000486382;0;2.76088e-34;0;-2.75289e-34
0.000454887;0.000469934;0;2.2087e-34;0;-2.20231e-34
0.000457897;0.000476225;0;1.76696e-34;0;-1.76185e-34
0.000461562;0.000451218;0;1.41357e-34;0;-1.40948e-34
0.000459493;0.000453487;0;1.13086e-34;0;-1.12758e-34
0.000458292;0.000495114;0;9.04684e-35;0;-9.02067e-35
0.000465657;0.00050883;0;7.23747e-35;0;-7.21653e-35
0.000474291;0.000432124;0;5.78998e-35;0;-5.77323e-35
0.000465858;0.000485033;0;4.63198e-35;0;-4.61858e-35
0.000469693;0.000449858;0;3.70559e-35;0;-3.69487e-35
0.000465726;0.00046421;0;2.96447e-35;0;-2.95589e-35
0.000465423;0.000441719;0;2.37158e-35;0;-2.36471e-35
0.000460682;0.000460265;0;1.89726e-35;0;-1.89177e-35
0.000460599;0.000466511;0;1.51781e-35;0;-1.51342e-35
0.000461781;0.00049466;0;1.21425e-35;0;-1.21073e-35
0.000468357;0.000490654;0;9.71397e-36;0;-9.68587e-36
0.000472816;0.000472353;0;7.77118e-36;0;-7.7487e-36
0.000472724;0.000476176;0;6.21694e-36;0;-6.19896e-36
0.000473414;0.000471408;0;4.97355e-36;0;-4.95917e-36
0.000473013;0.000504903;0;3.97884e-36;0;-3.96733e-36
0.000479391;0.000469969;0;3.18307e-36;0;-3.17387e-36
0.000477507;0.00052565;0;2.54646e-36;0;-2.53909e-36
0.000487135;0.000499683;0;2.03717e-36;0;-2.03127e-36
0.000489645;0.000497803;0;1.62973e-36;0;-1.62502e-36
0.000491276;0.000518987;0;1.30379e-36;0;-1.30002e-36
0.000496818;0.000519379;0;1.04303e-36;0;-1.04001e-36
0.00050133;0.000524003;0;8.34424e-37;0;-8.3201e-37
0.000505865;0.000486636;0;6.67539e-37;0;-6.65608e-37
0.000502019;0.000482249;0;5.34031e-37;0;-5.32486e-37
0.000498065;0.000454781;0;4.27225e-37;0;-4.25989e-37
0.000489408;0.000491905;0;3.4178e-37;0;-3.40791e-37
0.000489908;0.000522485;0;2.73424e-37;0;-2.72633e-37
0.000496423;0.000510375;0;2.18739e-37;0;-2.18106e-37
0.000499214;0.000450147;0;1.74991e-37;0;-1.74485e-37
0.0004894;0.000491098;0;1.39993e-37;0;-1.39588e-37
0.00048974;0.000545889;0;1.11994e-37;0;-1.1167e-37
0.00050097;0.000530965;0;8.95956e-38;0;-8.93364e-38
0.000506969;0.000540022;0;7.16765e-38;0;-7.14691e-38
0.000513579;0.000545667;0;5.73412e-38;0;-5.71753e-38
0.000519997;0.000536456;0;4.58729e-38;0;-4.57402e-38
0.000523289;0.000508048;0;3.66984e-38;0;-3.65922e-38
0.00052024;0.000503489;0;2.93587e-38;0;-2.92737e-38
0.00051689;0.000504755;0;2.34869e-38;0;-2.3419e-38
0.000514463;0.000480003;0;1.87896e-38;0;-1.87352e-38
0.000507571;0.000491306;0;1.50316e-38;0;-1.49882e-38
0.000504318;0.000535718;0;1.20253e-38;0;-1.19905e-38
0.000510598;0.000514654;0;9.62025e-39;0;-9.59242e-39
0.000511409;0.000518016;0;7.6962e-39;0;-7.67394e-39
0.000512731;0.000539023;0;6.15696e-39;0;-6.13915e-39
0.000517989;0.000512039;0;4.92557e-39;0;-4.91132e-39
0.000516799;0.00058016;0;3.94046e-39;0;-3.92906e-39
0.000529471;0.00050604;0;3.15236e-39;0;-3.14324e-39
0.000524785;0.00051933;0;2.52189e-39;0;-2.5146e-39
0.000523694;0.000519701;0;2.01751e-39;0;-2.01168e-39
0.000522895;0.000517694;0;1.61401e-39;0;-1.60934e-39
0.000521855;0.000523854;0;1.29121e-39;0;-1.28747e-39
0.000522255;0.000525944;0;1.03297e-39;0;-1.02998e-39
0.000522993;0.000540288;0;8.26373e-40;0;-8.23983e-40
0.000526452;0.000534571;0;6.61099e-40;0;-6.59186e-40
0.000528075;0.000510743;0;5.28879e-40;0;-5.27349e-40
0.000524609;0.0005452;0;4.23103e-40;0;-4.21879e-40
0.000528727;0.000536815;0;3.38483e-40;0;-3.37503e-40
0.000530345;0.000604108;0;2.70786e-40;0;-2.70003e-40
0.000545097;0.000529536;0;2.16629e-40;0;-2.16002e-40
0.000541985;0.000533227;0;1.73303e-40;0;-1.72802e-40
0.000540234;0.00057778;0;1.38642e-40;0;-1.38241e-40
0.000547743;0.000570298;0;1.10914e-40;0;-1.10593e-40
0.000552254;0.000542347;0;8.87312e-41;0;-8.84745e-41
0.000550273;0.000582001;0;7.09849e-41;0;-7.07796e-41
0.000556618;0.000548898;0;5.6788e-41;0;-5.66237e-41
0.000555074;0.00058544;0;4.54304e-41;0;-4.52989e-41
0.000561147;0.000597713;0;3.63443e-41;0;-3.62391e-41
0.000568461;0.000599245;0;2.90754e-41;0;-2.89913e-41
0.000574618;0.000546463;0;2.32603e-41;0;-2.3193e-41
0.000568987;0.000574607;0;1.86083e-41;0;-1.85544e-41
0.000570111;0.000553834;0;1.48866e-41;0;-1.48436e-41
0.000566855;0.000617911;0;1.19093e-41;0;-1.18748e-41
0.000577066;0.000554048;0;9.52744e-42;0;-9.49987e-42
0.000572463;0.000567672;0;7.62195e-42;0;-7.5999e-42
0.000571505;0.000590328;0;6.09756e-42;0;-6.07992e-42
0.000575269;0.000590853;0;4.87805e-42;0;-4.86393e-42
0.000578386;0.000544781;0;3.90244e-42;0;-3.89115e-42
0.000571665;0.000575341;0;3.12195e-42;0;-3.11292e-42
0.0005724;0.000651978;0;2.49756e-42;0;-2.49033e-42
0.000588316;0.000623369;0;1.99805e-42;0;-1.99227e-42
0.000595326;0.00059566;0;1.59844e-42;0;-1.59381e-42
0.000595393;0.000570401;0;1.27875e-42;0;-1.27505e-42
0.000590395;0.000574795;0;1.023e-42;0;-1.02004e-42
0.000587275;0.000616427;0;8.18401e-43;0;-8.16033e-43
0.000593105;0.000615435;0;6.54721e-43;0;-6.52826e-43
0.000597571;0.000631477;0;5.23776e-43;0;-5.22261e-43
0.000604353;0.000550933;0;4.19021e-43;0;-4.17809e-43
0.000593669;0.000559426;0;3.35217e-43;0;-3.34247e-43
0.00058682;0.000609855;0;2.68174e-43;0;-2.67398e-43
0.000591427;0.000605413;0;2.14539e-43;0;-2.13918e-43
0.000594224;0.000606838;0;1.71631e-43;0;-1.71134e-43
0.000596747;0.000534036;0;1.37305e-43;0;-1.36908e-43
0.000584205;0.000629703;0;1.09844e-43;0;-1.09526e-43
0.000593304;0.000565774;0;8.78751e-44;0;-8.76209e-44
0.000587798;0.000597805;0;7.03001e-44;0;-7.00967e-44
0.0005898;0.000630856;0;5.62401e-44;0;-5.60774e-44
0.000598011;0.000619869;0;4.49921e-44;0;-4.48619e-44
0.000602383;0.00060084;0;3.59936e-44;0;-3.58895e-44
0.000602074;0.000634601;0;2.87949e-44;0;-2.87116e-44
0.00060858;0.000579979;0;2.30359e-44;0;-2.29693e-44
0.000602859;0.00063765;0;1.84287e-44;0;-1.83754e-44
0.000609818;0.000623412;0;1.4743e-44;0;-1.47003e-44
0.000612536;0.000643839;0;1.17944e-44;0;-1.17603e-44
0.000618797;0.000647435;0;9.43552e-45;0;-9.40822e-45
0.000624525;0.000671293;0;7.54841e-45;0;-7.52657e-45
0.000633878;0.000605621;0;6.03873e-45;0;-6.02126e-45
0.000628227;0.000588074;0;4.83098e-45;0;-4.81701e-45
0.000620196;0.000635464;0;3.86479e-45;0;-3.85361e-45
0.00062325;0.00060952;0;3.09183e-45;0;-3.08289e-45
0.000620504;0.000640724;0;2.47346e-45;0;-2.46631e-45
0.000624548;0.000675883;0;1.97877e-45;0;-1.97305e-45
0.000634815;0.000668112;0;1.58302e-45;0;-1.57844e-45
0.000641474;0.000604476;0;1.26641e-45;0;-1.26275e-45
0.000634075;0.000635464;0;1.01313e-45;0;-1.0102e-45
0.000634353;0.000653474;0;8.10505e-46;0;-8.0816e-46
0.000638177;0.000626905;0;6.48404e-46;0;-6.46528e-46
0.000635923;0.00059252;0;5.18723e-46;0;-5.17222e-46
0.000627242;0.000701242;0;4.14978e-46;0;-4.13778e-46
0.000642042;0.000660328;0;3.31983e-46;0;-3.31022e-46
0.000645699;0.00068013;0;2.65586e-46;0;-2.64818e-46
0.000652585;0.00069261;0;2.12469e-46;0;-2.11854e-46
0.00066059;0.000659715;0;1.69975e-46;0;-1.69483e-46
0.000660415;0.000619737;0;1.3598e-46;0;-1.35587e-46
0.00065228;0.000651554;0;1.08784e-46;0;-1.08469e-46
0.000652134;0.000688325;0;8.70273e-47;0;-8.67755e-47
0.000659372;0.000636253;0;6.96218e-47;0;-6.94204e-47
0.000654749;0.000625942;0;5.56975e-47;0;-5.55363e-47
0.000648987;0.000681695;0;4.4558e-47;0;-4.44291e-47
0.000655529;0.000718218;0;3.56464e-47;0;-3.55432e-47
0.000668067;0.000723963;0;2.85171e-47;0;-2.84346e-47
0.000679246;0.000617934;0;2.28137e-47;0;-2.27477e-47
0.000666984;0.000693993;0;1.82509e-47;0;-1.81981e-47
0.000672386;0.000694031;0;1.46008e-47;0;-1.45585e-47
0.000676715;0.000699906;0;1.16806e-47;0;-1.16468e-47
0.000681353;0.000644172;0;9.34448e-48;0;-9.31745e-48
0.000673917;0.000679336;0;7.47559e-48;0;-7.45396e-48
0.000675;0.000724382;0;5.98047e-48;0;-5.96317e-48
0.000684877;0.000690881;0;4.78438e-48;0;-4.77053e-48
0.000686078;0.000680583;0;3.8275e-48;0;-3.81643e-48
0.000684979;0.000668774;0;3.062e-48;0;-3.05314e-48
0.000681738;0.000655892;0;2.4496e-48;0;-2.44251e-48
0.000676569;0.000706127;0;1.95968e-48;0;-1.95401e-48
0.00068248;0.000741122;0;1.56774e-48;0;-1.56321e-48
0.000694209;0.000664393;0;1.2542e-48;0;-1.25057e-48
0.000688246;0.000728873;0;1.00336e-48;0;-1.00045e-48
0.000696371;0.00069545;0;8.02685e-49;0;-8.00363e-49
0.000696187;0.000719575;0;6.42148e-49;0;-6.4029e-49
0.000700865;0.000682549;0;5.13718e-49;0;-5.12232e-49
0.000697201;0.000674936;0;4.10975e-49;0;-4.09786e-49
0.000692748;0.000712048;0;3.2878e-49;0;-3.27829e-49
0.000696608;0.000715921;0;2.63024e-49;0;-2.62263e-49
0.000700471;0.000770455;0;2.10419e-49;0;-2.0981e-49
0.000714468;0.000718739;0;1.68335e-49;0;-1.67848e-49
0.000715322;0.000685763;0;1.34668e-49;0;-1.34279e-49
0.00070941;0.000701437;0;1.07735e-49;0;-1.07423e-49
0.000707816;0.000761633;0;8.61876e-50;0;-8.59383e-50
0.000718579;0.000702257;0;6.89501e-50;0;-6.87506e-50
0.000715315;0.000702151;0;5.51601e-50;0;-5.50005e-50
0.000712682;0.000675271;0;4.41281e-50;0;-4.40004e-50
0.0007052;0.000769745;0;3.53025e-50;0;-3.52003e-50
0.000718109;0.000776579;0;2.8242e-50;0;-2.81603e-50
0.000729803;0.000727061;0;2.25936e-50;0;-2.25282e-50
0.000729255;0.000718505;0;1.80749e-50;0;-1.80226e-50
0.000727105;0.000703011;0;1.44599e-50;0;-1.44181e-50
0.000722286;0.000739602;0;1.15679e-50;0;-1.15344e-50
0.000725749;0.000757724;0;9.25433e-51;0;-9.22755e-51
0.000732144;0.000737808;0;7.40346e-51;0;-7.38204e-51
0.000733277;0.000736162;0;5.92277e-51;0;-5.90563e-51
0.000733854;0.000791209;0;4.73822e-51;0;-4.72451e-51
0.000745325;0.000715157;0;3.79057e-51;0;-3.77961e-51
0.000739291;0.00072892;0;3.03246e-51;0;-3.02368e-51
0.000737217;0.000735684;0;2.42597e-51;0;-2.41895e-51
0.00073691;0.000759633;0;1.94077e-51;0;-1.93516e-51
0.000741455;0.000752794;0;1.55262e-51;0;-1.54813e-51
0.000743723;0.000742036;0;1.24209e-51;0;-1.2385e-51
0.000743385;0.000762582;0;9.93676e-52;0;-9.90801e-52
0.000747225;0.000739399;0;7.94941e-52;0;-7.92641e-52
0.00074566;0.000782811;0;6.35953e-52;0;-6.34113e-52
0.00075309;0.000704243;0;5.08762e-52;0;-5.0729e-52
0.000743321;0.000759281;0;4.0701e-52;0;-4.05832e-52
0.000746513;0.00076252;0;3.25608e-52;0;-3.24666e-52
0.000749714;0.000772183;0;2.60486e-52;0;-2.59733e-52
0.000754208;0.000786848;0;2.08389e-52;0;-2.07786e-52
0.000760736;0.000763611;0;1.66711e-52;0;-1.66229e-52
0.000761311;0.000774069;0;1.33369e-52;0;-1.32983e-52
0.000763863;0.00073983;0;1.06695e-52;0;-1.06386e-52
0.000759056;0.000774597;0;8.53561e-53;0;-8.51092e-53
0.000762164;0.000740526;0;6.82849e-53;0;-6.80873e-53
0.000757837;0.000762;0;5.46279e-53;0;-5.44699e-53
0.000758669;0.000808391;0;4.37023e-53;0;-4.35759e-53
0.000768614;0.000783434;0;3.49619e-53;0;-3.48607e-53
0.000771578;0.000804391;0;2.79695e-53;0;-2.78886e-53
0.00077814;0.0007708;0;2.23756e-53;0;-2.23109e-53
0.000776672;0.000753849;0;1.79005e-53;0;-1.78487e-53
0.000772108;0.000842816;0;1.43204e-53;0;-1.42789e-53
0.000786249;0.000783782;0;1.14563e-53;0;-1.14232e-53
0.000785756;0.000741252;0;9.16504e-54;0;-9.13853e-54
0.000776855;0.00075475;0;7.33203e-54;0;-7.31082e-54
0.000772434;0.000809203;0;5.86563e-54;0;-5.84866e-54
0.000779788;0.000767158;0;4.6925e-54;0;-4.67893e-54
0.000777262;0.000832815;0;3.754e-54;0;-3.74314e-54
0.000788372;0.000816471;0;3.0032e-54;0;-2.99451e-54
0.000793992;0.000787943;0;2.40256e-54;0;-2.39561e-54
0.000792782;0.000784876;0;1.92205e-54;0;-1.91649e-54
0.000791201;0.000812258;0;1.53764e-54;0;-1.53319e-54
0.000795412;0.000806553;0;1.23011e-54;0;-1.22655e-54
0.00079764;0.000844074;0;9.84089e-55;0;-9.81242e-55
0.000806927;0.000797671;0;7.87271e-55;0;-7.84993e-55
0.000805076;0.000777434;0;6.29817e-55;0;-6.27995e-55
0.000799547;0.000789849;0;5.03854e-55;0;-5.02396e-55
0.000797608;0.000833779;0;4.03083e-55;0;-4.01917e-55
0.000804842;0.000799767;0;3.22466e-55;0;-3.21533e-55
0.000803827;0.000854599;0;2.57973e-55;0;-2.57227e-55
0.000813981;0.000868734;0;2.06378e-55;0;-2.05781e-55
0.000824932;0.000816808;0;1.65103e-55;0;-1.64625e-55
0.000823307;0.000799131;0;1.32082e-55;0;-1.317e-55
0.000818472;0.000802674;0;1.05666e-55;0;-1.0536e-55
0.000815312;0.000865234;0;8.45326e-56;0;-8.4288e-56
0.000825297;0.000860649;0;6.76261e-56;0;-6.74304e-56
0.000832367;0.000833464;0;5.41009e-56;0;-5.39443e-56
0.000832586;0.000867907;0;4.32807e-56;0;-4.31555e-56
0.00083965;0.000864683;0;3.46246e-56;0;-3.45244e-56
0.000844657;0.000835904;0;2.76996e-56;0;-2.76195e-56
0.000842906;0.000895602;0;2.21597e-56;0;-2.20956e-56
0.000853445;0.000876695;0;1.77278e-56;0;-1.76765e-56
0.000858095;0.000804954;0;1.41822e-56;0;-1.41412e-56
0.000847467;0.000844944;0;1.13458e-56;0;-1.13129e-56
